adapter_name,adapter_sku,adapter_brand,stroller_brand,stroller_models_named,car_seat_brands_named,car_seat_models_named,adapter_status,adapter_generation,adapter_revision,provider,catalog_product_id,babylist_url,amazon_url,other_retailer_url,exact_product_link,price,image_available,compatibility_rows_using_adapter,hard_coded_rule_source,inferred_from_title,duplicate_group,current_or_legacy,notes
AGIO Car Seat Adapter For Z4 and YPSI Stroller,,Agio by Peg Perego,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9dt6h001r6bye1l8s5h5x,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fpeg-perego-car-seat-adapter-for-ypsi%3Fvariant%3D31982217658454,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fpeg-perego-car-seat-adapter-for-ypsi%3Fvariant%3D31982217658454,49.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Baby Jogger City Mini GT2 Car Seat Adapter,,Baby,,,,,SOLD_SEPARATELY,,,manual_tmbc,cmr2gpctn0000dm5jkq3tgtn3,,,https://www.macrobaby.com/products/baby-jogger-car-seat-adapters-for-baby-jogger-and-graco?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-car-seat-adapters-for-baby-jogger-and-graco?_j=taylormadebabyco.com,,no,0,,yes,,current,productType=car seat adapter; active=t
Baby Jogger City Select 2 Car Seat Adapter,,Baby,,,,,SOLD_SEPARATELY,,,manual_tmbc,cmr2gpd4o0003dm5j09lzac9e,,,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-select-premier-chicco-peg-perego?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-select-premier-chicco-peg-perego?_j=taylormadebabyco.com,,no,0,,yes,,current,productType=car seat adapter; active=t
Baby Jogger Summit X3 Car Seat Adapter,,Baby,,,,,SOLD_SEPARATELY,,,manual_tmbc,cmr2gpd9w0006dm5j4jzd6i1i,,,https://www.macrobaby.com/products/baby-jogger-car-seat-adapters-for-baby-jogger-and-graco?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-car-seat-adapters-for-baby-jogger-and-graco?_j=taylormadebabyco.com,,no,0,,yes,,current,productType=car seat adapter; active=t
"Baby Jogger Britax Car Seat Adapter, City Select 2, Black",,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9f2ke00496byelo83ecb3,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-britax-car-seat-adapter-city-select-2-black%3Fvariant%3D39484248293462,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-britax-car-seat-adapter-city-select-2-black%3Fvariant%3D39484248293462,54.99,yes,3,,yes,,current,productType=stroller adapter; active=t
"Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black",,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9drhx001l6byefitecyp2,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-britax-mounting-bracket-car-seat-adapter-for-city-mini-black%3Fvariant%3D31251708051542,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-britax-mounting-bracket-car-seat-adapter-for-city-mini-black%3Fvariant%3D31251708051542,29.95,yes,3,,yes,,current,productType=stroller adapter; active=t
BABY JOGGER Car Seat Adapter (City Select / City Premier) For Britax / BOB - Black,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9dr7u001i6byejc6ptzvw,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-city-select-premier-britax-bob%3Fvariant%3D49935881732382,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-city-select-premier-britax-bob%3Fvariant%3D49935881732382,49.99,yes,0,,yes,,current,productType=stroller adapter; active=t
"BABY JOGGER Car Seat Adapter (City Select, City Select LUX, City Premier) For City GO / Graco",,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9d6gi000c6byeyinqyf93,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-single-baby-city-premier%3Fvariant%3D16411943665764,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-single-baby-city-premier%3Fvariant%3D16411943665764,54.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BABY JOGGER Car Seat Adapter For City Mini 2 and GT2 City Go/Graco - Black,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9dper001f6bye6uso27u5,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-city-mini-city-go-graco%3Fvariant%3D49936124510494,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-city-mini-city-go-graco%3Fvariant%3D49936124510494,54.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Baby Jogger - Car Seat Adapter for City Mini 2 Double/City Mini Gt 2 Double,,Baby Jogger,,,,,DUAL_ADAPTER_SETUP,,,shopify_macrobaby,cmqx4kfxf00fc3a8u5o4m2y7g,,,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-for-city-mini-2-double-city-mini-gt-2-double?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-for-city-mini-2-double-city-mini-gt-2-double?_j=taylormadebabyco.com,49.99,yes,0,,yes,,current,productType=stroller adapter; active=t
"Baby Jogger Car Seat Adapter for City Mini 2 Double, Maxi Cosi / Be Safe / Cybex",,Baby Jogger,,,,,DUAL_ADAPTER_SETUP,,,awin_anbbaby,cmqu9e7oa002o6byeg9qzm5d2,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-car-seat-adapter-for-city-mini-2-double-maxi-cosi-be-safe-cybex%3Fvariant%3D33380413603926,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-car-seat-adapter-for-city-mini-2-double-maxi-cosi-be-safe-cybex%3Fvariant%3D33380413603926,54.99,yes,0,,yes,,current,productType=stroller adapter; active=t
"Baby Jogger - Car Seat Adapter for City Sights, Maxi-Cosi/Nuna/Cybex",,Baby Jogger,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx4ku6q00jr3a8upiifi4c4,,,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-for-city-sights-maxi-cosi-nuna-cybex?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-for-city-sights-maxi-cosi-nuna-cybex?_j=taylormadebabyco.com,54.99,yes,6,,yes,,current,productType=stroller adapter; active=t
BABY JOGGER Car Seat Adapter - Mounting Bracket - Single - For Chicco / Peg Perego,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9d5si00066byeo4xcg7uz,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-single-multi%3Fvariant%3D16411856699492,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-single-multi%3Fvariant%3D16411856699492,79.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Baby Jogger Car Seat Adapter - Select/Premier - Chicco/Peg Perego,,Baby Jogger,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx4jy8p009u3a8uhmfftzgj,,,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-select-premier-chicco-peg-perego?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-select-premier-chicco-peg-perego?_j=taylormadebabyco.com,79.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Baby Jogger Car Seat Adapter - Select/Premier - Graco/City Go,,Baby Jogger,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx4l5fg00n93a8uxq17xask,,,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-select-premier-graco-city-go?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-car-seat-adapter-select-premier-graco-city-go?_j=taylormadebabyco.com,49.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Baby Jogger - Car Seat Adapters for Baby Jogger and Graco,,Baby Jogger,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx4l4wi00n33a8u79pudj0r,,,https://www.macrobaby.com/products/baby-jogger-car-seat-adapters-for-baby-jogger-and-graco?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-car-seat-adapters-for-baby-jogger-and-graco?_j=taylormadebabyco.com,49.99,yes,0,,yes,,current,productType=stroller adapter; active=t
"BABY JOGGER Car Seat Adapter Single (City Mini, City Mini GT, and Summit X3) City GO and Graco Click Connect",,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9d5iu00036byed0neyspw,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-single-city-go-graco%3Fvariant%3D16411852537956,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-single-city-go-graco%3Fvariant%3D16411852537956,54.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Baby Jogger Chicco / Peg Perego Car Seat Adapter,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9d756000i6bye9ximtpyl,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-single-multi-model-city%3Fvariant%3D16412080701540,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcar-seat-adapter-single-multi-model-city%3Fvariant%3D16412080701540,84.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Baby Jogger Chicco / Peg Perego Car Seat Adapter for City Mini 2 & City Mini GT2,,Baby Jogger,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqphgphd0059dqwrs3ka5z4s,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-chicco-peg-perego-car-seat-adapter-for-city-mini-2-city-mini-gt2%2F15103%2F219587&partnerpropertyid=7490466,,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-chicco-peg-perego-car-seat-adapter-for-city-mini-2-city-mini-gt2%2F15103%2F219587&partnerpropertyid=7490466,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-chicco-peg-perego-car-seat-adapter-for-city-mini-2-city-mini-gt2%2F15103%2F219587&partnerpropertyid=7490466,84.99,yes,0,,yes,,current,productType=car seat adapter; active=t
BABY JOGGER City Mini 2 Car Seat Adapter For Britax - Black,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9dlwk00166byelj7so3ou,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-car-seat-adapter-for-britax%3Fvariant%3D49935880290590,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-car-seat-adapter-for-britax%3Fvariant%3D49935880290590,49.99,yes,3,,yes,,current,productType=stroller adapter; active=t
BABY JOGGER City Mini 2/City Mini GT2 City GO/Graco Car Seat Adapter - Jet - Black,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9dkyw000x6byedbnb08rc,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-city-mini-gt2-city-go-graco-car-seat-adapter%3Fvariant%3D49919768559902,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-city-mini-gt2-city-go-graco-car-seat-adapter%3Fvariant%3D49919768559902,49.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BABY JOGGER City Mini 2 / Mini GT2 Chicco / Peg Perego Car Seat Adapter - Jet - Black,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9dm8d00196byep6audgt2,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-mini-gt2-chicco-peg-perego-car-seat-adapter%3Fvariant%3D49935881175326,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-mini-gt2-chicco-peg-perego-car-seat-adapter%3Fvariant%3D49935881175326,84.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BABY JOGGER City Mini 2 / Mini GT 2 Cybex / Clek Car Seat Adapter - Black,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9dlk800136byer3gq1e98,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-mini-gt-2-cybex-cybex-car-seat-adapter%3Fvariant%3D49935879700766,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-mini-gt-2-cybex-cybex-car-seat-adapter%3Fvariant%3D49935879700766,49.99,yes,3,,yes,,current,productType=stroller adapter; active=t
Baby Jogger City Mini GT3 Car Seat Adapter (Nuna),,Baby Jogger,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqphgtfv006idqwrw82q1azx,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-city-mini-gt3-car-seat-adapter-nuna%2F73653%2F2444114&partnerpropertyid=7490466,,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-city-mini-gt3-car-seat-adapter-nuna%2F73653%2F2444114&partnerpropertyid=7490466,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-city-mini-gt3-car-seat-adapter-nuna%2F73653%2F2444114&partnerpropertyid=7490466,49.99,yes,0,,yes,,current,productType=car seat adapter; active=t
BABY JOGGER City Mini ZIP Car Seat Adapter Single - Graco Click Connect,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9d64j00096bye9m5rb3j1,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-zip-car-seat-adapter-single-graco-click%3Fvariant%3D16411864465508,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-zip-car-seat-adapter-single-graco-click%3Fvariant%3D16411864465508,39.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Baby Jogger City Tour 2 Car Seat Adapter for Baby Jogger City GO and Graco,,Baby Jogger,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx6m04d001u3ld4xkq5r2si,,,https://www.macrobaby.com/products/baby-jogger-city-tour-2-car-seat-adapter-for-baby-jogger-city-go-and-graco?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-city-tour-2-car-seat-adapter-for-baby-jogger-city-go-and-graco?_j=taylormadebabyco.com,49.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BABY JOGGER City Tour 2 Car Seat Adapter For City Go / Graco - Black - Black,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9dmii001c6bye9rj8lkcu,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-tour-2-car-seat-adapter-for-city-go-graco%3Fvariant%3D49935881339166,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-tour-2-car-seat-adapter-for-city-go-graco%3Fvariant%3D49935881339166,54.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BABY JOGGER City Tour™ LUX Car Seat Adapter For Maxi Cosi / Cybex,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9drwn001o6byelkh1o06f,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-tour-lux-car-seat-adapter-for-maxi-cosi-cybex%3Fvariant%3D31252724613206,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-tour-lux-car-seat-adapter-for-maxi-cosi-cybex%3Fvariant%3D31252724613206,34.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Baby Jogger - Graco Car Seat Adapter City Mini 2 & City Mini GT2 Double Stroller,,Baby Jogger,,,,,DUAL_ADAPTER_SETUP,,,shopify_macrobaby,cmqx4ktdx00ji3a8u45e5mpnv,,,https://www.macrobaby.com/products/baby-jogger-graco-car-seat-adapter-city-mini-2-city-mini-gt2-double-stroller?_j=taylormadebabyco.com,https://www.macrobaby.com/products/baby-jogger-graco-car-seat-adapter-city-mini-2-city-mini-gt2-double-stroller?_j=taylormadebabyco.com,49.99,yes,0,,yes,,current,productType=stroller adapter; active=t
"Baby Jogger Maxi-Cosi Car Seat Adapter, City Mini 2, City Mini GT2 - Black",,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9dlar00106byep7v0zvrr,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-gt-2-maxi-cosi-car-seat-adapter%3Fvariant%3D49919751749918,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fcity-mini-2-gt-2-maxi-cosi-car-seat-adapter%3Fvariant%3D49919751749918,49.99,yes,2,,yes,,current,productType=stroller adapter; active=t
Baby Jogger Vue Car Seat Adapter - Cybex,,Baby Jogger,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9d6t3000f6byegtl5zwoo,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-car-seat-adapter-single-multi-model-vue-single%3Fvariant%3D16411949400164,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-car-seat-adapter-single-multi-model-vue-single%3Fvariant%3D16411949400164,12,yes,0,,yes,,current,productType=stroller adapter; active=t
BOB - Wayfinder Universal Infant Car Seat Adapter,,BOB,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx6lpzf001l3ld48cigybxh,,,https://www.macrobaby.com/products/bob-wayfinder-universal-infant-car-seat-adapter?_j=taylormadebabyco.com,https://www.macrobaby.com/products/bob-wayfinder-universal-infant-car-seat-adapter?_j=taylormadebabyco.com,59.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Bob Duallie Infant Car Seat Adapter - Britax,,BOB Gear,,,,,DUAL_ADAPTER_SETUP,,,awin_anbbaby,cmqu9eoc200406byecxtcl6xe,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbritax-bob-duallie-infant-car-seat-adapter%3Fvariant%3D39376578379862,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbritax-bob-duallie-infant-car-seat-adapter%3Fvariant%3D39376578379862,94.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Bob Duallie Infant Car Seat Adapter - Chicco -- Available End Of June,,BOB Gear,,,,,DUAL_ADAPTER_SETUP,,,awin_anbbaby,cmqu9eoo100436byek3waccgf,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbritax-bob-duallie-infant-car-seat-adapter%3Fvariant%3D39376578412630,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbritax-bob-duallie-infant-car-seat-adapter%3Fvariant%3D39376578412630,119.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Bob Duallie Infant Car Seat Adapter - Graco,,BOB Gear,,,,,DUAL_ADAPTER_SETUP,,,awin_anbbaby,cmqu9eo21003x6byeegngo8ev,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbritax-bob-duallie-infant-car-seat-adapter%3Fvariant%3D39376578347094,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbritax-bob-duallie-infant-car-seat-adapter%3Fvariant%3D39376578347094,119.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BOB Gear Single Jogging Stroller Adapter for Britax Infant Car Seats - Gray,,BOB Gear,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9eceh002r6bye56wav42e,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbob-gear-single-jogging-stroller-adapter-for-britax-infant-car-seats%3Fvariant%3D49994897981726,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbob-gear-single-jogging-stroller-adapter-for-britax-infant-car-seats%3Fvariant%3D49994897981726,79.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BOB Gear Single Jogging Stroller Adapter for Chicco Infant Car Seats - Gray -- Available End Of June,,BOB Gear,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9edch00306bye7ulln1dy,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbob-gear-single-jogging-stroller-adapter-for-chicco-infant-car-seats%3Fvariant%3D49994901750046,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbob-gear-single-jogging-stroller-adapter-for-chicco-infant-car-seats%3Fvariant%3D49994901750046,99.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BOB Gear Single Jogging Stroller Adapter for Graco Infant Car Seats - Gray -- Available End Of June,,BOB Gear,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9eco8002u6byewl5ujwd8,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbob-gear-single-jogging-stroller-adapter-for-graco-infant-car-seats%3Fvariant%3D49994901487902,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbob-gear-single-jogging-stroller-adapter-for-graco-infant-car-seats%3Fvariant%3D49994901487902,99.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BOB Gear Single Jogging Stroller Adapter for Peg Perego Infant Car Seats - Gray -- Available End Of June,,BOB Gear,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9ed11002x6bye9vi0bbuf,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbob-gear-single-jogging-stroller-adapter-for-peg-perego-infant-car-seats%3Fvariant%3D49994901979422,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbob-gear-single-jogging-stroller-adapter-for-peg-perego-infant-car-seats%3Fvariant%3D49994901979422,79.99,yes,0,,yes,,current,productType=stroller adapter; active=t
BOB Gear Single Jogging Stroller Adapter for Select Britax Infant Car Seats in Black,,BOB Gear,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqphld7001ludqwr2n31ttqy,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2019285&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbob-gear-single-jogging-stroller-adapter-for-select-britax-infant-car-seats%2F54205%2F2019285&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2019285&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbob-gear-single-jogging-stroller-adapter-for-select-britax-infant-car-seats%2F54205%2F2019285&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2019285&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbob-gear-single-jogging-stroller-adapter-for-select-britax-infant-car-seats%2F54205%2F2019285&intsrc=CATF_8981,94.99,yes,2,,yes,,current,productType=stroller adapter; active=t
BOB Gear Wayfinder Universal Infant Car Seat Adapter in Black,,BOB Gear,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqphldpg01m0dqwrov7tqsoe,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1627980&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbob-gear-wayfinder-universal-infant-car-seat-adapter%2F42124%2F1627980&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1627980&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbob-gear-wayfinder-universal-infant-car-seat-adapter%2F42124%2F1627980&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1627980&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbob-gear-wayfinder-universal-infant-car-seat-adapter%2F42124%2F1627980&intsrc=CATF_8981,59.99,yes,0,,yes,,current,productType=infant car seat adapter; active=t
